ID	LOCAL_ID	DOCULECT	VARIETY	CONCEPT	VALUE	FORM	TOKENS	PLURAL_TOKENS	NOTE	SWADESH	COGIDS	ALIGNMENT
10828	YornoSo-5015_how-2	YornoSo		how?	yàŋín, ɲáŋ, yáŋ	ɲáŋ	ɲ á ŋ			1	6643	ɲ á ŋ
10829	YornoSo-5015_how-3	YornoSo		how?	yàŋín, ɲáŋ, yáŋ	yáŋ	j á ŋ			1	6634	- j á - - - ŋ -
11138	BankanTey-5028_hundred-1	BankanTey		hundred	tɛ́:mbɛ̀ndɛ́rɛ̀, tɛ́:mɛ̀dɛ́rɛ̀	tɛ́.ɛ́mɛ̀dɛ́r-ɛ̀	t ɛ́ ɛ́ m ɛ̀ d ɛ́ r + ɛ̀			0	6660 6661	t ɛ́ ɛ́ m ɛ̀ - d ɛ́ r + ɛ̀
11139	BenTey-5028_hundred-1	BenTey		hundred	tɛ́:mɛ́dɛ́rɛ̀	tɛ́.ɛ́mɛ́dɛ́r-ɛ̀	t ɛ́ ɛ́ m ɛ́ d ɛ́ r + ɛ̀			0	6660 6661	t ɛ́ ɛ́ m ɛ́ - d ɛ́ r + ɛ̀
11140	Bunoge-5028_hundred-1	Bunoge		hundred	tɛ̀:mɛ̀ndɛ́rɛ́	tɛ̀.ɛ̀mɛ̀ndɛ́r-ɛ́	t ɛ̀ ɛ̀ m ɛ̀ n d ɛ́ r + ɛ́			0	6660 6661	t ɛ̀ ɛ̀ m ɛ̀ n d ɛ́ r + ɛ́
11141	DogulDomBendiely-5028_hundred-1	DogulDomBendiely		hundred	tɛ́ɛ́mdɛ̀rɛ̀	tɛ́.ɛ́mdɛ̀r-ɛ̀	t ɛ́ ɛ́ m d ɛ̀ r + ɛ̀			0	6660 6661	t ɛ́ ɛ́ m - - d ɛ̀ r + ɛ̀
11142	DogulDomKundialang-5028_hundred-1	DogulDomKundialang		hundred	tɛ́:mdɛ̀rɛ̀	tɛ́.ɛ́mdɛ̀r-ɛ̀	t ɛ́ ɛ́ m d ɛ̀ r + ɛ̀			0	6660 6661	t ɛ́ ɛ́ m - - d ɛ̀ r + ɛ̀
11143	DonnoSo-5028_hundred-1	DonnoSo		hundred	tɛ́mdɛ̀rɛ̀	tɛ́mdɛ̀r-ɛ̀	t ɛ́ m d ɛ̀ r + ɛ̀			0	6660 6661	t ɛ́ - m - - d ɛ̀ r + ɛ̀
11144	Gourou-5028_hundred-1	Gourou		hundred	sùŋú	sùŋ-ú	s ù ŋ + ú			0	6662 6663	s ù ŋ - + ú
11145	JamsayDouentza-5028_hundred-1	JamsayDouentza		hundred	sǔŋ, tɛ́:mdɛ́rɛ̀	sǔŋ	s ǔ ŋ			0	6662	s ǔ ŋ -
11146	JamsayDouentza-5028_hundred-2	JamsayDouentza		hundred	sǔŋ, tɛ́:mdɛ́rɛ̀	tɛ́.ɛ́mdɛ́r-ɛ̀	t ɛ́ ɛ́ m d ɛ́ r + ɛ̀			0	6660 6661	t ɛ́ ɛ́ m - - d ɛ́ r + ɛ̀
11147	Mombo-5028_hundred-1	Mombo		hundred	sìŋgì ndó pɛ́:nɛ́:ŋgà	sìŋɡ-ì_ndó_pɛ́.ɛ́nɛ́.ɛ́ŋɡ-à	s ì ŋ ɡ + ì + n d ó + p ɛ́ ɛ́ n ɛ́ ɛ́ ŋ ɡ + à			0	6662 6664 6665 6666 6667	s ì ŋ ɡ + ì + n d ó + p ɛ́ ɛ́ n ɛ́ ɛ́ ŋ ɡ + à
11148	Najamba-5028_hundred-1	Najamba		hundred	kɛ̀:sǔm má pɔ̌:nɔ̀y, tɛ́:mɛ̀ndɛ́rɛ̀	tɛ́.ɛ́mɛ̀ndɛ́r-ɛ̀	t ɛ́ ɛ́ m ɛ̀ n d ɛ́ r + ɛ̀			0	6660 6661	t ɛ́ ɛ́ m ɛ̀ n d ɛ́ r + ɛ̀
11149	Nanga-5028_hundred-1	Nanga		hundred	tɛ́:mɛ́dérɛ̀, tɛ́:mdɛ́rɛ̀	tɛ́.ɛ́mdɛ́r-ɛ̀	t ɛ́ ɛ́ m d ɛ́ r + ɛ̀			0	6660 6661	t ɛ́ ɛ́ m - - d ɛ́ r + ɛ̀
11150	Penange-5028_hundred-1	Penange		hundred	tɛ̀:mdɛ́rɛ̀	tɛ̀.ɛ̀mdɛ́r-ɛ̀	t ɛ̀ ɛ̀ m d ɛ́ r + ɛ̀			0	6660 6661	t ɛ̀ ɛ̀ m - - d ɛ́ r + ɛ̀
11151	PergeTegu-5028_hundred-1	PergeTegu		hundred	tɛ́:mdɛ́rɛ̀	tɛ́.ɛ́mdɛ́r-ɛ̀	t ɛ́ ɛ́ m d ɛ́ r + ɛ̀			0	6660 6661	t ɛ́ ɛ́ m - - d ɛ́ r + ɛ̀
11152	TebulUre-5028_hundred-1	TebulUre		hundred	tɛ́:mdɛ̀rɛ̀	tɛ́.ɛ́mdɛ̀r-ɛ̀	t ɛ́ ɛ́ m d ɛ̀ r + ɛ̀			0	6660 6661	t ɛ́ ɛ́ m - - d ɛ̀ r + ɛ̀
11153	Tiranige-5028_hundred-1	Tiranige		hundred	tɛ̀:mdɛ̀rɛ́	tɛ̀.ɛ̀mdɛ̀r-ɛ́	t ɛ̀ ɛ̀ m d ɛ̀ r + ɛ́			0	6660 6661	t ɛ̀ ɛ̀ m - - d ɛ̀ r + ɛ́
11154	TogoKan-5028_hundred-1	TogoKan		hundred	tɛ́mdɛ́rɛ̀	tɛ́mdɛ́r-ɛ̀	t ɛ́ m d ɛ́ r + ɛ̀			0	6660 6661	t ɛ́ - m - - d ɛ́ r + ɛ̀
11155	TommoSoTongoTongo-5028_hundred-1	TommoSoTongoTongo		hundred	tɛ́mìndɛ̀, kɛ̀ɛ̀súm lé pɛ̀ɛ̀néé, súm	tɛ́mìnd-ɛ̀	t ɛ́ m ì n d + ɛ̀			0	6668 6661	t ɛ́ m ì n d + ɛ̀
11156	TommoSoTongoTongo-5028_hundred-2	TommoSoTongoTongo		hundred	tɛ́mìndɛ̀, kɛ̀ɛ̀súm lé pɛ̀ɛ̀néé, súm	súm	s ú m			0	6669	s ú m
11157	TommoSoTongoTongo-5028_hundred-3	TommoSoTongoTongo		hundred	tɛ́mìndɛ̀, kɛ̀ɛ̀súm lé pɛ̀ɛ̀néé, súm	súm	s ú m			0	6669	s ú m
11158	ToroTegu-5028_hundred-1	ToroTegu		hundred	zǎŋ, zàŋú, zàŋgú	zǎŋ	z ǎ ŋ			0	6662	z ǎ ŋ -
11159	ToroTegu-5028_hundred-2	ToroTegu		hundred	zǎŋ, zàŋú, zàŋgú	zàŋ-ú	z à ŋ + ú			0	6662 6663	z à ŋ - + ú
11160	ToroTegu-5028_hundred-3	ToroTegu		hundred	zǎŋ, zàŋú, zàŋgú	zàŋɡ-ú	z à ŋ ɡ + ú			0	6662 6663	z à ŋ ɡ + ú
11161	YandaDom-5028_hundred-1	YandaDom		hundred	tɛ́mɛ̀dɛ̀rɛ̀	tɛ́mɛ̀dɛ̀r-ɛ̀	t ɛ́ m ɛ̀ d ɛ̀ r + ɛ̀			0	6660 6661	t ɛ́ - m ɛ̀ - d ɛ̀ r + ɛ̀
11162	YornoSo-5028_hundred-1	YornoSo		hundred	sǔm, tɛ́mtɛ̀rɛ̀	sǔm	s ǔ m			0	6669	s ǔ m
11163	YornoSo-5028_hundred-2	YornoSo		hundred	sǔm, tɛ́mtɛ̀rɛ̀	tɛ́mtɛ̀r-ɛ̀	t ɛ́ m t ɛ̀ r + ɛ̀			0	6660 6661	t ɛ́ - m - - t ɛ̀ r + ɛ̀
3985	BankanTey-5029_hungernoun-1	BankanTey		hunger (noun)	kɔ̂:	kɔ́-ɔ̀	k ɔ́ + ɔ̀			0	6711 6712	k ɔ́ + ɔ̀
3986	BenTey-5029_hungernoun-1	BenTey		hunger (noun)	kɔ̂:	kɔ́-ɔ̀	k ɔ́ + ɔ̀			0	6711 6712	k ɔ́ + ɔ̀
3987	Bunoge-5029_hungernoun-1	Bunoge		hunger (noun)	kògà	kòɡà	k ò ɡ à			0	6713	k ò - ɡ à
3988	DogulDomBendiely-5029_hungernoun-1	DogulDomBendiely		hunger (noun)	gìyá	ɡìyá	ɡ ì j á			0	6714	ɡ ì j á -
3989	DogulDomKundialang-5029_hungernoun-1	DogulDomKundialang		hunger (noun)	gìyǎ:	ɡìyà.á	ɡ ì j à á			0	6714	ɡ ì j à á
3990	DonnoSo-5029_hungernoun-1	DonnoSo		hunger (noun)	gɛ̌:	ɡɛ̀-ɛ́	ɡ ɛ̀ + ɛ́			0	6711 6715	ɡ ɛ̀ + ɛ́
3991	Gourou-5029_hungernoun-1	Gourou		hunger (noun)	gɛ̌:	ɡɛ̀-ɛ́	ɡ ɛ̀ + ɛ́			0	6711 6715	ɡ ɛ̀ + ɛ́
3992	JamsayDouentza-5029_hungernoun-1	JamsayDouentza		hunger (noun)	jɛ̌:	dʒ-ɛ̀-ɛ́	d ʒ + ɛ̀ + ɛ́			0	6716 6715 6717	d ʒ + ɛ̀ + ɛ́
3994	Mombo-5029_hungernoun-1	Mombo		hunger (noun)	kúgɔ́	kúɡɔ́	k ú ɡ ɔ́			0	6713	k ú - ɡ ɔ́
3995	Najamba-5029_hungernoun-1	Najamba		hunger (noun)	gà:gó\\gà:gé	ɡà.àɡó	ɡ à à ɡ ó	ɡ à à ɡ é		0	6713	ɡ à à ɡ ó
3996	Nanga-5029_hungernoun-1	Nanga		hunger (noun)	gìyá	ɡìyá	ɡ ì j á			0	6714	ɡ ì j á -
3997	Penange-5029_hungernoun-1	Penange		hunger (noun)	kùgà	kùɡà	k ù ɡ à			0	6713	k ù - ɡ à
3998	PergeTegu-5029_hungernoun-1	PergeTegu		hunger (noun)	gɛ̌:	ɡɛ̀-ɛ́	ɡ ɛ̀ + ɛ́			0	6711 6715	ɡ ɛ̀ + ɛ́
3999	TebulUre-5029_hungernoun-1	TebulUre		hunger (noun)	jǎ:	dʒ-à-á	d ʒ + à + á			0	6716 6718 6719	d ʒ + à + á
4000	Tiranige-5029_hungernoun-1	Tiranige		hunger (noun)	kɔ̀rɛ̀	kɔ̀rɛ̀	k ɔ̀ r ɛ̀			0	6720	k ɔ̀ r ɛ̀
4001	TogoKan-5029_hungernoun-1	TogoKan		hunger (noun)	gɛ̌:	ɡɛ̀-ɛ́	ɡ ɛ̀ + ɛ́			0	6711 6715	ɡ ɛ̀ + ɛ́
4002	TommoSoTongoTongo-5029_hungernoun-1	TommoSoTongoTongo		hunger (noun)	gíyɛ́	ɡíyɛ́	ɡ í j ɛ́			0	6714	ɡ í j ɛ́ -
4004	ToroTegu-5029_hungernoun-1	ToroTegu		hunger (noun)	àrkírì	àrkí-rì	à r k í + r ì			0	6721 6722	à r k í + r ì
4005	YandaDom-5029_hungernoun-1	YandaDom		hunger (noun)	jà:	dʒ-à-à	d ʒ + à + à			0	6716 6718 6719	d ʒ + à + à
4006	YornoSo-5029_hungernoun-1	YornoSo		hunger (noun)	gɛ̌:	ɡɛ̀-ɛ́	ɡ ɛ̀ + ɛ́			0	6711 6715	ɡ ɛ̀ + ɛ́
4298	BankanTey-5032_huntverbonly-1	BankanTey		hunt (verb only)	òsíyé	òsíy-é	ò s í j + é			1	6746 6747	ò s í j + é
4299	BenTey-5032_huntverbonly-1	BenTey		hunt (verb only)	dànní	dàn-ní	d à n + n í			1	6748 6749	d à - n + - n í
4300	Gourou-5032_huntverbonly-1	Gourou		hunt (verb only)	dàná	dàn-á	d à n + á			1	6748 6750	d à - n + á
4301	JamsayDouentza-5032_huntverbonly-1	JamsayDouentza		hunt (verb only)	dàná	dàn-á	d à n + á			1	6748 6750	d à - n + á
4302	Mombo-5032_huntverbonly-1	Mombo		hunt (verb only)	dà:nà ǹkálúmá kání	dà.àn-àǹkál-ú-mák-ání	d à à n + à n k á l + ú + m á k + á n í			1	6748 6751 6752 6753 6749	d à à n + à n k á l + ú + m á k + á n í
4303	Najamba-5032_huntverbonly-1	Najamba		hunt (verb only)	tálɛ́	tál-ɛ́	t á l + ɛ́			1	6751 6747	- - t á l + ɛ́
4304	Nanga-5032_huntverbonly-1	Nanga		hunt (verb only)	tá:rí	tá.ár-í	t á á r + í			1	6754 6755	t á á r + í
4305	TebulUre-5032_huntverbonly-1	TebulUre		hunt (verb only)	dàndí (dàndítì)	dànd-í	d à n d + í			1	6756 6755	d à n d + í
4306	Tiranige-5032_huntverbonly-1	Tiranige		hunt (verb only)	tá:nó	tá.án-ó	t á á n + ó			1	6748 6757	t á á n + ó
4307	TogoKan-5032_huntverbonly-1	TogoKan		hunt (verb only)	dàná	dàn-á	d à n + á			1	6748 6750	d à - n + á
4308	TommoSoTongoTongo-5032_huntverbonly-1	TommoSoTongoTongo		hunt (verb only)	àntólú táálá	ànt-ó-l-ú-táá-l-á	à n t + ó + l + ú + t á á ∼ + l + á			1	6756 6757 6758 6752 6748 6759 6750	- à n t + ó + l - + ú + t á á ∼ + l + á
4310	ToroTegu-5032_huntverbonly-1	ToroTegu		hunt (verb only)	ósú\\ósó	ós-ó	ó s + ó			1	6760 6757	ó s + ó
4311	YandaDom-5032_huntverbonly-1	YandaDom		hunt (verb only)	dànú\\dànàlí	dàn-à-lí	d à n + à + l í			1	6748 6750 6758	d à - n + à + l í
4312	YornoSo-5032_huntverbonly-1	YornoSo		hunt (verb only)	dàná\\dànú	dàn-á	d à n + á			1	6748 6750	d à - n + á
8490	BankanTey-5041_husband-1	BankanTey		husband	ɔ̀ŋgɔ̀rɔ̌m\\ɔ̀ŋgɔ̀rɔ́	ɔ̀-ŋɡɔ̀-rɔ̌-m	ɔ̀ + ŋ ɡ ɔ̀ + r ɔ̌ + m	ɔ̀ ŋ ɡ ɔ̀ r ɔ́		1	6784 6785 6786 6787	ɔ̀ + - ŋ ɡ ɔ̀ + - - - r ɔ̌ + m
8491	BenTey-5041_husband-1	BenTey		husband	ɔ̀ŋgɔ̀rɔ́ ~ ɔ̀ŋɔ̀rɔ́	ɔ̀ŋɔ̀rɔ́	ɔ̀ ŋ ɔ̀ r ɔ́			1	6786	ɔ̀ ŋ ɔ̀ r ɔ́
8492	BenTey-5041_husband-2	BenTey		husband	ɔ̀ŋgɔ̀rɔ́ ~ ɔ̀ŋɔ̀rɔ́	ɔ̀ŋɔ̀rɔ́	ɔ̀ ŋ ɔ̀ r ɔ́			1	6786	ɔ̀ ŋ ɔ̀ r ɔ́
8493	Bunoge-5041_husband-1	Bunoge		husband	bàlà	bàlà	b à l à			1	6788	b à l à
8494	DogulDomBendiely-5041_husband-1	DogulDomBendiely		husband	ánà	ánà	á n à			1	6789	- á n à
8495	DogulDomKundialang-5041_husband-1	DogulDomKundialang		husband	ánà	ánà	á n à			1	6789	- á n à
8496	DonnoSo-5041_husband-1	DonnoSo		husband	ígɛ̀	íɡɛ̀	í ɡ ɛ̀			1	6790	í ɡ ɛ̀
8497	Gourou-5041_husband-1	Gourou		husband	àɣá	àɣá	à ɣ á			1	6791	à ɣ á
8498	JamsayDouentza-5041_husband-1	JamsayDouentza		husband	àɣá	àɣá	à ɣ á			1	6791	à ɣ á
8500	Mombo-5041_husband-1	Mombo		husband	wálá	wálá	w á l á			1	6788	w á l á
8501	Najamba-5041_husband-1	Najamba		husband	nɔ̀gɔ̌:\\nɔ̀gɔ̀mbó	nɔ̀ɡɔ̀.ɔ́	n ɔ̀ ɡ ɔ̀ ɔ́	n ɔ̀ ɡ ɔ̀ + m b ó		1	6792	n ɔ̀ ɡ ɔ̀ ɔ́
8502	Nanga-5041_husband-1	Nanga		husband	lɔ̀gɔ̂	lɔ̀ɡɔ̂	l ɔ̀ ɡ ɔ̂			1	6793	l ɔ̀ ɡ ɔ̂
8503	Penange-5041_husband-1	Penange		husband	wàlà	wàlà	w à l à			1	6788	w à l à
8504	PergeTegu-5041_husband-1	PergeTegu		husband	ɛ̀gɛ́	ɛ̀ɡɛ́	ɛ̀ ɡ ɛ́			1	6790	ɛ̀ ɡ ɛ́
8505	TebulUre-5041_husband-1	TebulUre		husband	ɔ̀ngɔ́\\ɔ̀ngɔ́mbɔ́	ɔ̀nɡɔ́	ɔ̀ n ɡ ɔ́	ɔ̀ n ɡ ɔ́ + m b ɔ́		1	6785	ɔ̀ n ɡ ɔ́
8506	Tiranige-5041_husband-1	Tiranige		husband	bànà ("man")	bànà	b à n à			1	6789	b à n à
8507	TogoKan-5041_husband-1	TogoKan		husband	ɛ̀gɛ́	ɛ̀ɡɛ́	ɛ̀ ɡ ɛ́			1	6790	ɛ̀ ɡ ɛ́
8508	TommoSoTongoTongo-5041_husband-1	TommoSoTongoTongo		husband	ígɛ́	íɡɛ́	í ɡ ɛ́			1	6790	í ɡ ɛ́
8509	ToroTegu-5041_husband-1	ToroTegu		husband	ɛ̀gá\\mǎ:	ɛ̀ɡá	ɛ̀ ɡ á	ɛ̀ ɡ á + m à á		1	6790	ɛ̀ ɡ á
8510	YandaDom-5041_husband-1	YandaDom		husband	nùŋɔ̀n\\mù	nùŋɔ̀-n	n ù ŋ ɔ̀ + n	n ù ŋ ɔ̀ + n + m ù		1	6794 6795	n ù ŋ ɔ̀ + n
8511	YornoSo-5041_husband-1	YornoSo		husband	ígɛ́	íɡɛ́	í ɡ ɛ́			1	6790	í ɡ ɛ́
15388	Najamba-5090_inacircleroundadverb-1	Najamba		in a circle, round (adverb)	dòndòló→ nɛ̀, dèndèlé→ nɛ̀	dèn-dèlé_n-ɛ̀	d è n + d è l é + n + ɛ̀			1	6810 6811 6812 6813	d è n + d è l é + n + ɛ̀
15389	TogoKan-5090_inacircleroundadverb-1	TogoKan		in a circle, round (adverb)	kólówⁿ	kólów.n	k ó l ó w ∼			1	6814	k ó l ó w ∼
15390	TommoSoTongoTongo-5090_inacircleroundadverb-1	TommoSoTongoTongo		in a circle, round (adverb)	dénnélégó	dénnéléɡ-ó	d é n n é l é ɡ + ó			1	6815 6816	d é n n é l é ɡ + ó
14682	BankanTey-5166_installnameachief-1	BankanTey		install, name (a chief)	éwré	éwré	é w r é			1	6818	é w r é
14683	BenTey-5166_installnameachief-1	BenTey		install, name (a chief)	éwré	éwré	é w r é			1	6818	é w r é
14684	DonnoSo-5166_installnameachief-1	DonnoSo		install, name (a chief)	kúndò\\kúndì	kú-nd-ò	k ú + n d + ò	k ú n d + ì		1	6819 6820 6821	- k ú + n d + ò
14685	JamsayDouentza-5166_installnameachief-1	JamsayDouentza		install, name (a chief)	tánáŋá	táná-ŋá	t á n á + ŋ á			1	6822 6823	t á - n á + ŋ á
14686	Najamba-5166_installnameachief-1	Najamba		install, name (a chief)	óbír\\òbìrè	óbír	ó b í r	ò b ì + r è		1	6824	ó b í r
14687	Nanga-5166_installnameachief-1	Nanga		install, name (a chief)	wǒ:	wò-ó	w ò + ó			1	6825 6821	w ò + ó
14688	PergeTegu-5166_installnameachief-1	PergeTegu		install, name (a chief)	dà:lá	dà.àlá	d à à l á			1	6822	d à à l á
14689	TogoKan-5166_installnameachief-1	TogoKan		install, name (a chief)	dǎ:ǹ\\dá:ná	dà-áǹ	d à + á n	d á á + n á		1	6822 6826	d à - - - + á n
14690	TommoSoTongoTongo-5166_installnameachief-1	TommoSoTongoTongo		install, name (a chief)	dààndá, gòríló, kúndó	dàà-nd-á	d à à + n d + á			1	6822 6820 6827	d à à - - + n d + á
14691	TommoSoTongoTongo-5166_installnameachief-2	TommoSoTongoTongo		install, name (a chief)	dààndá, gòríló, kúndó	gòríló	ɡ ò r í l ó			1	6830	ɡ ò r í l ó
14692	ToroTegu-5166_installnameachief-1	ToroTegu		install, name (a chief)	táŋgúrú\\táŋgúrá	tá-ŋɡú-r-ú	t á + ŋ ɡ ú + r + ú	t á ŋ ɡ ú + r á		1	6822 6819 6828 6829	t á - - - + ŋ ɡ ú + r + ú
14693	YandaDom-5166_installnameachief-1	YandaDom		install, name (a chief)	gòndó\\gòndòlí	ɡò-nd-ó	ɡ ò + n d + ó	ɡ ò + n d ò + l í		1	6819 6820 6821	- ɡ ò + n d + ó
14694	YornoSo-5166_installnameachief-1	YornoSo		install, name (a chief)	dǎ:ná\\dǎ:nú	dà.áná	d à á n á	d à á + n ú		1	6822	d à á n á
9709	BankanTey-5235_jailprison-1	BankanTey		jail, prison	kásù	kásù	k á s ù			0	6844	k á s ù -
9710	BenTey-5235_jailprison-1	BenTey		jail, prison	kásù	kásù	k á s ù			0	6844	k á s ù -
9711	Bunoge-5235_jailprison-1	Bunoge		jail, prison	kàsú	kàsú	k à s ú			0	6844	k à s ú -
9712	DogulDomBendiely-5235_jailprison-1	DogulDomBendiely		jail, prison	kásù	kásù	k á s ù			0	6844	k á s ù -
9713	DogulDomKundialang-5235_jailprison-1	DogulDomKundialang		jail, prison	kâs	kâs	k â s			0	6844	k â s - -
9714	DonnoSo-5235_jailprison-1	DonnoSo		jail, prison	kàdùgìnɛ́	kàdù-ɡìnɛ́	k à d ù + ɡ ì n ɛ́			0	6844 6845	k à d ù - + ɡ ì n ɛ́
9715	Gourou-5235_jailprison-1	Gourou		jail, prison	kásù	kásù	k á s ù			0	6844	k á s ù -
9716	JamsayDouentza-5235_jailprison-1	JamsayDouentza		jail, prison	kásù	kásù	k á s ù			0	6844	k á s ù -
9717	Mombo-5235_jailprison-1	Mombo		jail, prison	kásì	kásì	k á s ì			0	6844	k á s ì -
9718	Najamba-5235_jailprison-1	Najamba		jail, prison	kàsùólé	kàsùó-lé	k à s ù ó + l é			0	6844 6846	k à s ù ó + l é
9719	Nanga-5235_jailprison-1	Nanga		jail, prison	kásî	kásî	k á s î			0	6844	k á s î -
9720	Penange-5235_jailprison-1	Penange		jail, prison	kásù	kásù	k á s ù			0	6844	k á s ù -
9721	PergeTegu-5235_jailprison-1	PergeTegu		jail, prison	kásù	kásù	k á s ù			0	6844	k á s ù -
9722	TebulUre-5235_jailprison-1	TebulUre		jail, prison	kàdùúló	kàdùú-ló	k à d ù ú + l ó			0	6844 6846	k à d ù ú + l ó
9723	Tiranige-5235_jailprison-1	Tiranige		jail, prison	kàsówⁿ	kàsó-w.n	k à s ó + w ∼			0	6844 6847	k à s ó - + w ∼
9724	TogoKan-5235_jailprison-1	TogoKan		jail, prison	kájú	ká-dʒ-ú	k á + d ʒ + ú			0	6844 6848 6849	k á - - - + d ʒ - + ú
9725	TommoSoTongoTongo-5235_jailprison-1	TommoSoTongoTongo		jail, prison	kàdù gìnɛ́, kádú	kádú	k á d ú			0	6844	k á d ú -
9726	TommoSoTongoTongo-5235_jailprison-2	TommoSoTongoTongo		jail, prison	kàdù gìnɛ́, kádú	kádú	k á d ú			0	6844	k á d ú -
9727	ToroTegu-5235_jailprison-1	ToroTegu		jail, prison	kásù	kásù	k á s ù			0	6844	k á s ù -
9728	YandaDom-5235_jailprison-1	YandaDom		jail, prison	kázù	kázù	k á z ù			0	6844	k á z ù -
9729	YornoSo-5235_jailprison-1	YornoSo		jail, prison	kájù	ká-dʒù	k á + d ʒ ù			0	6844 6848	k á - - - + d ʒ ù
1319	BankanTey-5237_jawlower-1	BankanTey		jaw (lower)	àndì: cìrⁿěyⁿ, àndî:	à-nd-í.ì	à + n d + í ì			0	6873 6874 6875	à + n d + í ì
1320	BenTey-5237_jawlower-1	BenTey		jaw (lower)	áŋgí	á-ŋɡ-í	á + ŋ ɡ + í			0	6873 6876 6875	á + ŋ ɡ + í -
1321	Bunoge-5237_jawlower-1	Bunoge		jaw (lower)	ŋá:ŋà:	ŋá.áŋà.à	ŋ á á ŋ à à			0	6877	ŋ á á ŋ à à
1322	DogulDomBendiely-5237_jawlower-1	DogulDomBendiely		jaw (lower)	áŋá	áŋá	á ŋ á			0	6878	á ŋ á
1323	DogulDomKundialang-5237_jawlower-1	DogulDomKundialang		jaw (lower)	àŋgá:	à-ŋɡ-á.á	à + ŋ ɡ + á á			0	6873 6876 6879	à + ŋ ɡ + á á
1324	DonnoSo-5237_jawlower-1	DonnoSo		jaw (lower)	áŋà	áŋà	á ŋ à			0	6878	á ŋ à
1325	Gourou-5237_jawlower-1	Gourou		jaw (lower)	ɛ̀wⁿɛ̀ kɛ̀nɛ́	ɛ̀w.nɛ̀_kɛ̀nɛ́	ɛ̀ w ∼ ɛ̀ + k ɛ̀ n ɛ́			0	6880 6881	ɛ̀ w ∼ ɛ̀ + k ɛ̀ n ɛ́
1326	JamsayDouentza-5237_jawlower-1	JamsayDouentza		jaw (lower)	ɛ̀wⁿɛ́	ɛ̀w.nɛ́	ɛ̀ w ∼ ɛ́			0	6880	ɛ̀ w ∼ ɛ́
1327	Mombo-5237_jawlower-1	Mombo		jaw (lower)	áwⁿà // àwⁿà gá:wⁿè:	áw-nà	á w + n à	àu ∼ à + ɡ á á w ~ è è		0	6882 6878	á w + - n à
1328	Najamba-5237_jawlower-1	Najamba		jaw (lower)	jàjàgâ:\\jàjàgɛ̂:	dʒà-dʒà-ɡ-á.à	d ʒ à + d ʒ à + ɡ + á à	d ʒ à d ʒ à ɡ ɛ́ ɛ̀		0	6883 6884 6885 6879	d ʒ à + d ʒ à + ɡ + á à
1329	Nanga-5237_jawlower-1	Nanga		jaw (lower)	ǎŋ, àŋí, àŋdògí, àŋgòndí	ǎŋ	ǎ ŋ			0	6886	ǎ ŋ
1330	Nanga-5237_jawlower-2	Nanga		jaw (lower)	ǎŋ, àŋí, àŋdògí, àŋgòndí	àŋí	à ŋ í			0	6878	à ŋ í
1331	Nanga-5237_jawlower-3	Nanga		jaw (lower)	ǎŋ, àŋí, àŋdògí, àŋgòndí	à-ŋɡò-nd-í	à + ŋ ɡ ò + n d + í			0	6873 6888 6874 6875	à + ŋ ɡ ò - + n d + í -
1332	Penange-5237_jawlower-1	Penange		jaw (lower)	ágálá (y)	áɡálá	á ɡ á l á	j + á ɡ á l á		0	6887	á ɡ á l á
1333	PergeTegu-5237_jawlower-1	PergeTegu		jaw (lower)	áŋú	áŋú	á ŋ ú			0	6878	á ŋ ú
1334	TebulUre-5237_jawlower-1	TebulUre		jaw (lower)	àŋgǎ:	à-ŋɡ-à.á	à + ŋ ɡ + à á			0	6873 6876 6879	à + ŋ ɡ + à á
1335	Tiranige-5237_jawlower-1	Tiranige		jaw (lower)	áná	áná	á n á			0	6878	á n á
1336	TogoKan-5237_jawlower-1	TogoKan		jaw (lower)	ɛ̀wⁿɛ́	ɛ̀w.nɛ́	ɛ̀ w ∼ ɛ́			0	6880	ɛ̀ w ∼ ɛ́
1337	TommoSoTongoTongo-5237_jawlower-1	TommoSoTongoTongo		jaw (lower)	àŋgàà dúú	à-ŋɡàà_-d-úú	à + ŋ ɡ à à + d + ú ú			0	6873 6888 6889 6890	à + ŋ ɡ à à + d + ú ú
1340	ToroTegu-5237_jawlower-1	ToroTegu		jaw (lower)	kàpèŋgùró	kàpè-ŋɡù-r-ó	k à p è + ŋ ɡ ù + r + ó			0	6891 6888 6892 6893	k à p è + ŋ ɡ ù - + r + ó
1341	YandaDom-5237_jawlower-1	YandaDom		jaw (lower)	àŋgà	à-ŋɡ-à	à + ŋ ɡ + à			0	6873 6876 6894	à + ŋ ɡ + à
1342	YornoSo-5237_jawlower-1	YornoSo		jaw (lower)	àŋgǎ:ⁿ	à-ŋɡ-à.á-ⁿ	à + ŋ ɡ + à á			0	6873 6876 6879	à + ŋ ɡ + à á
14343	BankanTey-5263_jumpverbonly-1	BankanTey		jump (verb only)	pótó	pót-ó	p ó t + ó			0	6922 6923	p ó t + ó
14344	BenTey-5263_jumpverbonly-1	BenTey		jump (verb only)	péré, pété	pér-é	p é r + é			0	6924 6925	p é r + é
14345	BenTey-5263_jumpverbonly-2	BenTey		jump (verb only)	péré, pété	pét-é	p é t + é			0	6928 6925	p é t + é
